EstablishmentID,InspectionDate,InspectionID,EstTypeDesc,premise_name,premise_adr1_num,premise_adr1_street,premise_city,premise_state,premise_zip,InspectionType,score,InspTypeSpecificViolID,ViolationDesc,critical_yn,Insp_Viol_Comments,rpt_area_id,ObjectId
94682,2019/01/23 05:00:00+00,1444171,FOOD SERVICE,SWEET PEACHES,1800,W MUHAMMAD ALI BLVD,LOUISVILLE,KY,40203,REGULAR,88,22,SEWAGE AND WASTE DISPOSAL.,Yes,"All sewage and waste water not disposed of in an approved manner.  (hand sink in kitchen is slow to drain, leaking when arrived for inspection; temporary hand sink provided for kitchen to keep establishment operating; service order placed with plumber, order left to repair sink within 1 day or cease food operations)    ",605,806
94682,2019/01/23 05:00:00+00,1444171,FOOD SERVICE,SWEET PEACHES,1800,W MUHAMMAD ALI BLVD,LOUISVILLE,KY,40203,REGULAR,88,1,"SOURCE, RECORDS, CONDITION, SPOILAGE, ADULTERATED",Yes,"Not clearly marked to indicate the date or day by which food shall be consumed, sold or discarded on the premises.  (raw fish, raw chicken, bologna, turkey bacon, and prepared mac and cheese in ziploc bags with no date to indicate the day by which food shall be consumed, sold, or discarded; corrected immediately, voluntary disposal)    ",605,807
94722,2019/05/10 04:00:00+00,1469117,FOOD SERVICE,MOMMA'S MUSTARD PICKLES & BBQ,119,S HURSTBOURNE PKWY STE 102,LOUISVILLE,KY,40222,REGULAR,93,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service.  ,605,808
103885,2019/06/26 04:00:00+00,1481898,FOOD SERVICE,KFC,12420,LAGRANGE RD,LOUISVILLE,KY,40245,REGULAR,88,22,SEWAGE AND WASTE DISPOSAL.,Yes,All sewage and waste water not disposed of in an approved manner.  Leak in plumbing waste pipe. (Three-compartment sink)   ,605,809
103885,2019/06/26 04:00:00+00,1481898,FOOD SERVICE,KFC,12420,LAGRANGE RD,LOUISVILLE,KY,40245,REGULAR,88,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,Improper storage of personal drink(s)/food  ,605,810
65089,2019/06/26 04:00:00+00,1481901,FOOD SERVICE,POPEYE'S LOUISIANA KITCHEN,5003,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,85,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,"Hands not washed properly.  Employee eating, drinking, smoking in unauthorized area.  ",605,811
95790,2019/07/03 04:00:00+00,1485017,FOOD SERVICE,RED LOBSTER,4639,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,84,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Leak in plumbing waste pipe.,605,812
65089,2019/06/26 04:00:00+00,1481901,FOOD SERVICE,POPEYE'S LOUISIANA KITCHEN,5003,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,85,22,SEWAGE AND WASTE DISPOSAL.,Yes,All sewage and waste water not disposed of in an approved manner.  Floor drain not clogged and not draining.  (Drain in front of walk-in cooler),605,813
103188,2019/06/19 04:00:00+00,1479939,FOOD SERVICE,LA LOMA,7319,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,67,26,"Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles ",No,Handwashing sink is not accessible. (filled with chemical containers)  Handwashing sink is being used for other purposes other than handwashing. (food being prepared in the hand sink)  Covered waste receptacle not provided inside of women`s/unisex restroom(s).    ,605,814
103188,2019/06/19 04:00:00+00,1479939,FOOD SERVICE,LA LOMA,7319,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,67,20,"Storage, handling of clean equipment/utensils/single service articles",No,Re-use of single service items  ,605,815
103188,2019/06/19 04:00:00+00,1479939,FOOD SERVICE,LA LOMA,7319,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,67,2,"Container, properly labeled",No,Container without label.  ,605,816
103188,2019/06/19 04:00:00+00,1479939,FOOD SERVICE,LA LOMA,7319,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,67,33,"TOXIC ITEMS PROPERLY STORED, LABELED, USED",Yes,Toxic items not properly stored. (chemical bottle stored next to clean dishware)  Toxic items do not bear a legible manufacturer`s label.  Use of bleach on slicer at above 200 ppm.  ,605,817
103188,2019/06/19 04:00:00+00,1479939,FOOD SERVICE,LA LOMA,7319,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,67,19,Food/Non-food contact surfaces of equip/utensils clean,No,Non-food contact surfaces have accumulation of soil. (fan)  ,605,818
103188,2019/06/19 04:00:00+00,1479939,FOOD SERVICE,LA LOMA,7319,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,67,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,Hands not washed properly. (hands not washed or gloves changed after handling raw shrimp)  Bare hand contact with ready-to eat foods.  Improper storage of employee food/drink(s). (personal drink inside of reach-in cooler)  ,605,819
103188,2019/06/19 04:00:00+00,1479939,FOOD SERVICE,LA LOMA,7319,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,67,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,"Potentially hazardous food requiring refrigeration not rapidly cooled to an internal temperature of 41 degrees Fahrenheit or below. (cooked beans  holding at 84 degrees after cooling for 23 hours) (discarded)  Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service. (raw meat, eggs, cheese, sour cream, cooked meats, and various other items holding between 48 and 53 degrees F) (discarded)  ",605,820
103188,2019/06/19 04:00:00+00,1479939,FOOD SERVICE,LA LOMA,7319,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,67,1,"SOURCE, RECORDS, CONDITION, SPOILAGE, ADULTERATED",Yes,"Not clearly marked to indicate the date or day by which food shall be consumed, sold or discarded on the premises. (beans, soup and varous items not date marked)  Unwholesome spoiled fruits, vegetables or other foods. (cooked pork dated 6/10/19) (discarded)  ",605,821
103188,2019/06/19 04:00:00+00,1479939,FOOD SERVICE,LA LOMA,7319,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,67,16,"Dishwashing facilities, designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge",No,Proper dishwashing prodecure not followed.  ,605,822
103188,2019/06/19 04:00:00+00,1479939,FOOD SERVICE,LA LOMA,7319,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,67,28,"INSECTS/RODENTS-NO BIRDS, TURTLES, OTHER ANIMALS",Yes,Presence of insects.  ,605,823
103188,2019/06/19 04:00:00+00,1479939,FOOD SERVICE,LA LOMA,7319,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,67,15,"Food/Non-food contact surfaces designed, constructed, maintained, installed",No,Gasket(s) in disrepair.  Lining shelving with absorbent cardboard.  ,605,824
103188,2019/06/19 04:00:00+00,1479939,FOOD SERVICE,LA LOMA,7319,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,67,18,"Wiping cloths clean, use restricted",No,Cloths in use not stored in sanitizer solution.  ,605,825
103188,2019/06/19 04:00:00+00,1479939,FOOD SERVICE,LA LOMA,7319,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,67,9,Handling of food (ice) minimized. Dispensing utensils properly stored during use.,No,Scoop with handle not provided.  ,605,826
101124,2019/05/22 04:00:00+00,1472102,FOOD SERVICE,SAM'S GYROS,3123,S 2ND ST,LOUISVILLE,KY,40208,REGULAR,90,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service.  Beef at 55 degrees fahrenheit. (Voluntarily discarded)  Chicken at 57 degrees fahrenheit.  (Voluntarily discarded),605,827
106098,2019/04/30 04:00:00+00,1466312,FOOD SERVICE,FUJI ASIAN BISTRO,6801,DIXIE HWY,LOUISVILLE,KY,40258,REGULAR,76,4,Facilities to maintain product temp.,No,Lack of properly maintained refrigeration units for potentially hazardous foods.  ,605,828
106098,2019/04/30 04:00:00+00,1466312,FOOD SERVICE,FUJI ASIAN BISTRO,6801,DIXIE HWY,LOUISVILLE,KY,40258,REGULAR,76,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service.  Food was discarded.  ,605,829
106098,2019/04/30 04:00:00+00,1466312,FOOD SERVICE,FUJI ASIAN BISTRO,6801,DIXIE HWY,LOUISVILLE,KY,40258,REGULAR,76,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,Hands not washed properly.  Need to use paper towel to turn water off.  ,605,830
106098,2019/04/30 04:00:00+00,1466312,FOOD SERVICE,FUJI ASIAN BISTRO,6801,DIXIE HWY,LOUISVILLE,KY,40258,REGULAR,76,15,"Food/Non-food contact surfaces designed, constructed, maintained, installed",No,Equipment not maintained in good repair and proper adjustment.  Cutting boards in disrepair.  ,605,831
106098,2019/04/30 04:00:00+00,1466312,FOOD SERVICE,FUJI ASIAN BISTRO,6801,DIXIE HWY,LOUISVILLE,KY,40258,REGULAR,76,16,"Dishwashing facilities, designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge",No,"Proper dishwashing procedure not followed.  Need to wash, rinse, sanitize and air dry.  ",605,832
106098,2019/04/30 04:00:00+00,1466312,FOOD SERVICE,FUJI ASIAN BISTRO,6801,DIXIE HWY,LOUISVILLE,KY,40258,REGULAR,76,17,"SANITIZATION RINSE, TEMP., CONCE., EXP. TIME, EQUIP. UTENSILS, SANITIZED",Yes,Food contact surfaces not clean and sanitized.  ,605,833
106098,2019/04/30 04:00:00+00,1466312,FOOD SERVICE,FUJI ASIAN BISTRO,6801,DIXIE HWY,LOUISVILLE,KY,40258,REGULAR,76,18,"Wiping cloths clean, use restricted",No,Cannot use wiping cloths under cutting boards.  ,605,834
106098,2019/04/30 04:00:00+00,1466312,FOOD SERVICE,FUJI ASIAN BISTRO,6801,DIXIE HWY,LOUISVILLE,KY,40258,REGULAR,76,19,Food/Non-food contact surfaces of equip/utensils clean,No,Equipment not clean.  ,605,835
106098,2019/04/30 04:00:00+00,1466312,FOOD SERVICE,FUJI ASIAN BISTRO,6801,DIXIE HWY,LOUISVILLE,KY,40258,REGULAR,76,26,"Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles ",No,Handwashing sink is being used for other purposes other than handwashing.  ,605,836
106098,2019/04/30 04:00:00+00,1466312,FOOD SERVICE,FUJI ASIAN BISTRO,6801,DIXIE HWY,LOUISVILLE,KY,40258,REGULAR,76,30,"Floors constructed, drained, clean, good repair, covering installation, easily cleanable",No,Floors not clean.  Need to clean under equipment and tables.  ,605,837
86626,2019/05/24 04:00:00+00,1472794,FOOD SERVICE,ADDIS BAR & GRILL,109,S 4TH ST,LOUISVILLE,KY,40202,REGULAR,92,1,"SOURCE, RECORDS, CONDITION, SPOILAGE, ADULTERATED",Yes,"Food and ice adulterated or contaminated.  - corrected, discarded  ",605,838
86626,2019/05/24 04:00:00+00,1472794,FOOD SERVICE,ADDIS BAR & GRILL,109,S 4TH ST,LOUISVILLE,KY,40202,REGULAR,92,22,SEWAGE AND WASTE DISPOSAL.,Yes,All sewage and waste water not disposed of in an approved manner.  ,605,839
35028,2019/07/24 04:00:00+00,1488508,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,94,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Chemical bottle stored next to food. (corrected),605,840
35028,2019/07/24 04:00:00+00,1488508,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,94,58,"INSECTS, RODENTS AND ANIMALS NOT PRESENT",Yes,Presence of insects.,605,841
85040,2019/06/05 04:00:00+00,1475852,FOOD SERVICE,WAFFLE HOUSE #174,2805,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,85,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,"Hands not washed to prevent contamination from previous task. (handling raw eggs, steak, bacon and sausage before handling bread, cheese, equipment and hashbrowns without washing hands)  ",605,842
85040,2019/06/05 04:00:00+00,1475852,FOOD SERVICE,WAFFLE HOUSE #174,2805,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,85,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service. (raw eggs stored at room temperature)  ,605,843
99951,2019/06/05 04:00:00+00,1475853,FOOD SERVICE,INDI'S RESTAURANT,3353,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,78,26,"Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles ",No,Women`s toilet in poor repair.  Handwashing sink is not accessible.  ,605,844
99951,2019/06/05 04:00:00+00,1475853,FOOD SERVICE,INDI'S RESTAURANT,3353,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,78,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,Improper storage of employee food/drink(s). (personal beverages stored next to and above clean equipment) (personal beverage stored inside of reach-in cooler next to customer drinks)  ,605,845
99951,2019/06/05 04:00:00+00,1475853,FOOD SERVICE,INDI'S RESTAURANT,3353,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,78,33,"TOXIC ITEMS PROPERLY STORED, LABELED, USED",Yes,Toxic items not properly stored. (chemical bottle stored next to and above food)  ,605,846
99951,2019/06/05 04:00:00+00,1475853,FOOD SERVICE,INDI'S RESTAURANT,3353,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,78,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,"Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service. (walk-in cooler holding greens, green beans, baked beans, chicken, cole slaw, macaroni, potato salad, broccolli cassarole, cooked corn on the cob, mashed potatoes and egg rolls at between 50 and 51 degrees F) (discarded)  ",605,847
99951,2019/06/05 04:00:00+00,1475853,FOOD SERVICE,INDI'S RESTAURANT,3353,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,78,15,"Food/Non-food contact surfaces designed, constructed, maintained, installed",No,Lining counter with absorbent wet towel.  ,605,848
99951,2019/06/05 04:00:00+00,1475853,FOOD SERVICE,INDI'S RESTAURANT,3353,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,78,31,"Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required",No,Hoods not clean.  ,605,849
99951,2019/06/05 04:00:00+00,1475853,FOOD SERVICE,INDI'S RESTAURANT,3353,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,78,20,"Storage, handling of clean equipment/utensils/single service articles",No,Re-use of single service items  ,605,850
99951,2019/06/05 04:00:00+00,1475853,FOOD SERVICE,INDI'S RESTAURANT,3353,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,78,9,Handling of food (ice) minimized. Dispensing utensils properly stored during use.,No,In use utensil(s) stored in stagnant water below 135 degrees F.  ,605,851
35215,2019/05/31 04:00:00+00,1474757,FOOD SERVICE,LEE'S FAMOUS RECIPE,2925,BROWNSBORO RD,LOUISVILLE,KY,40206,REGULAR,78,33,"TOXIC ITEMS PROPERLY STORED, LABELED, USED",Yes,Working containers used for storing poisonous or toxic materials are not clearly and individually identified with the common name.  corrected,605,852
103166,2019/04/23 04:00:00+00,1464531,FOOD SERVICE,BLIND SQUIRREL,592,N ENGLISH STATION RD,LOUISVILLE,KY,40223,REGULAR,81,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service.  Raw chicken and fish holding at 55 degrees F in roll-top cooler on cook line - items discarded.  ,605,853
35215,2019/05/31 04:00:00+00,1474757,FOOD SERVICE,LEE'S FAMOUS RECIPE,2925,BROWNSBORO RD,LOUISVILLE,KY,40206,REGULAR,78,31,"Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required",No,Walls and ceiling are not clean.  attached equioment not clean  FAN GUARDS,605,854
106713,2019/06/14 04:00:00+00,1478626,FOOD SERVICE,MCDONALD'S #6402,5001,S 3RD ST,LOUISVILLE,KY,40214,REGULAR,83,19,Food/Non-food contact surfaces of equip/utensils clean,No,Non-food contact surfaces have accumulation of soil.  Microwaves unclean.,605,855
103166,2019/04/23 04:00:00+00,1464531,FOOD SERVICE,BLIND SQUIRREL,592,N ENGLISH STATION RD,LOUISVILLE,KY,40223,REGULAR,81,4,Facilities to maintain product temp.,No,Lack of properly maintained refrigeration units for potentially hazardous foods.  Roll top cooler on cook line is in disrepair.    ,605,856
103166,2019/04/23 04:00:00+00,1464531,FOOD SERVICE,BLIND SQUIRREL,592,N ENGLISH STATION RD,LOUISVILLE,KY,40223,REGULAR,81,8,"Food Protection - storage, prep, display, service, transp.",No,Food not protected during storage.  Food stored under plumbing - corrected.  ,605,857
103166,2019/04/23 04:00:00+00,1464531,FOOD SERVICE,BLIND SQUIRREL,592,N ENGLISH STATION RD,LOUISVILLE,KY,40223,REGULAR,81,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,"Employee eating, drinking, smoking in unauthorized area and while prepping food.  Hands not washed to prevent contamination from previous task.  Hands not washed when changing gloves from handling raw meat to ready-to-eat food.  ",605,858
103166,2019/04/23 04:00:00+00,1464531,FOOD SERVICE,BLIND SQUIRREL,592,N ENGLISH STATION RD,LOUISVILLE,KY,40223,REGULAR,81,15,"Food/Non-food contact surfaces designed, constructed, maintained, installed",No,Equipment not maintained in good repair and proper adjustment.  Excessive condensate (ice) build-up in freezer on cook line.  ,605,859
103166,2019/04/23 04:00:00+00,1464531,FOOD SERVICE,BLIND SQUIRREL,592,N ENGLISH STATION RD,LOUISVILLE,KY,40223,REGULAR,81,17,"SANITIZATION RINSE, TEMP., CONCE., EXP. TIME, EQUIP. UTENSILS, SANITIZED",Yes,The chlorine solution for manual/mechanical warewashing is not at the proper concentration level.  Dishmachine at bar is not sanitizing properly.  ,605,860
34674,2019/01/14 05:00:00+00,1442049,FOOD SERVICE,HOMETOWN PIZZA - MIDDLETOWN,11804,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,80,2,"Container, properly labeled",No,Food containers not properly labeled (sugar).  ,605,861
34674,2019/01/14 05:00:00+00,1442049,FOOD SERVICE,HOMETOWN PIZZA - MIDDLETOWN,11804,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,80,9,Handling of food (ice) minimized. Dispensing utensils properly stored during use.,No,Suitable dispensing utensils not being used by employees for handling food.  Scoop without handle in pasta salad.  ,605,862
34674,2019/01/14 05:00:00+00,1442049,FOOD SERVICE,HOMETOWN PIZZA - MIDDLETOWN,11804,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,80,15,"Food/Non-food contact surfaces designed, constructed, maintained, installed",No,Equipment not maintained in good repair and proper adjustment.  Cooler door gasket in disrepair (two-door next to walk-in cooler).    ,605,863
34674,2019/01/14 05:00:00+00,1442049,FOOD SERVICE,HOMETOWN PIZZA - MIDDLETOWN,11804,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,80,20,"Storage, handling of clean equipment/utensils/single service articles",No,Improper storage of single service items.  Pizza boxes stored on the floor.  ,605,864
34674,2019/01/14 05:00:00+00,1442049,FOOD SERVICE,HOMETOWN PIZZA - MIDDLETOWN,11804,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,80,31,"Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required",No,Walls and ceiling are not clean in walk-in cooler.  Ceiling return air vent near food preparation area is not clean.  Walls/ceiling are in disrepair.        ,605,865
34674,2019/01/14 05:00:00+00,1442049,FOOD SERVICE,HOMETOWN PIZZA - MIDDLETOWN,11804,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,80,1,"SOURCE, RECORDS, CONDITION, SPOILAGE, ADULTERATED",Yes,Potentially hazardous food (pasta salad) held for longer than 7 days at 41 degrees F.  Item quarantined and voluntarily discarded.  Potentially hazardous ready-to-eat food (cooked pasta) held for longer than 24 hours is not date-marked.  ,605,866
34674,2019/01/14 05:00:00+00,1442049,FOOD SERVICE,HOMETOWN PIZZA - MIDDLETOWN,11804,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,80,17,"SANITIZATION RINSE, TEMP., CONCE., EXP. TIME, EQUIP. UTENSILS, SANITIZED",Yes,Food contact surfaces not clean and sanitized.  Slicer is not properly cleaned and sanitized after use.    ,605,867
34674,2019/01/14 05:00:00+00,1442049,FOOD SERVICE,HOMETOWN PIZZA - MIDDLETOWN,11804,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,80,33,"TOXIC ITEMS PROPERLY STORED, LABELED, USED",Yes,Toxic items not properly stored.  Toxic item (glass cleaner) stored next to food item (cooking oil spray).     ,605,868
34674,2019/01/14 05:00:00+00,1442049,FOOD SERVICE,HOMETOWN PIZZA - MIDDLETOWN,11804,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,80,34,"Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used",No,"Employee personal items not properly stored. Personal items such as phones, purses, coats, etc. must be stored in a designated area away from food prep or storage areas.  ",605,869
60210,2019/04/17 04:00:00+00,1463272,FOOD SERVICE,SCHLOTZSKY'S,10531,FISCHER PARK DR,LOUISVILLE,KY,40241,REGULAR,90,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,Employee drink(s) without lids and straws  Improper storage of personal drink(s)/food  ,605,870
102817,2019/04/17 04:00:00+00,1463284,SELF-CONTAINED MOBILE FOOD UNITS,EHRLER'S FOOD TRUCK,,MOBILE UNIT 2817,LOUISVILLE,KY,40202,REGULAR,93,21,"WATER SOURCE, SAFE, HOT & COLD",Yes,Water not provided to the required fixtures in the facility.,605,871
94253,2019/02/27 05:00:00+00,1452474,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,LITTLE PEOPLE ACADEMY,4312,BISHOP LN,LOUISVILLE,KY,40218,REGULAR,77,1,"SOURCE, RECORDS, CONDITION, SPOILAGE, ADULTERATED",Yes,Grade ``A`` dairy out of date. (milk - discarded)  ,605,872
94253,2019/02/27 05:00:00+00,1452474,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,LITTLE PEOPLE ACADEMY,4312,BISHOP LN,LOUISVILLE,KY,40218,REGULAR,77,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service. (milk in infant room)  ,605,873
94253,2019/02/27 05:00:00+00,1452474,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,LITTLE PEOPLE ACADEMY,4312,BISHOP LN,LOUISVILLE,KY,40218,REGULAR,77,4,Facilities to maintain product temp.,No,Lack of properly maintained refrigeration units for potentially hazardous foods. (infant room)  ,605,874
94253,2019/02/27 05:00:00+00,1452474,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,LITTLE PEOPLE ACADEMY,4312,BISHOP LN,LOUISVILLE,KY,40218,REGULAR,77,8,"Food Protection - storage, prep, display, service, transp.",No,Food not protected during storage. (eggs stored over ready-to-eat foods)  ,605,875
94253,2019/02/27 05:00:00+00,1452474,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,LITTLE PEOPLE ACADEMY,4312,BISHOP LN,LOUISVILLE,KY,40218,REGULAR,77,16,"Dishwashing facilities, designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge",No,No chemical test kit. (chlorine)  ,605,876
94253,2019/02/27 05:00:00+00,1452474,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,LITTLE PEOPLE ACADEMY,4312,BISHOP LN,LOUISVILLE,KY,40218,REGULAR,77,19,Food/Non-food contact surfaces of equip/utensils clean,No,Non-food contact surfaces have accumulation of soil. (behind freezer)  ,605,877
94253,2019/02/27 05:00:00+00,1452474,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,LITTLE PEOPLE ACADEMY,4312,BISHOP LN,LOUISVILLE,KY,40218,REGULAR,77,23,"Installed, maintained",No,Plumbing not maintained in good repair. (mop sink)  ,605,878
94253,2019/02/27 05:00:00+00,1452474,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,LITTLE PEOPLE ACADEMY,4312,BISHOP LN,LOUISVILLE,KY,40218,REGULAR,77,26,"Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles ",No,Handwashing sink is being used for other purposes other than handwashing.  ,605,879
94253,2019/02/27 05:00:00+00,1452474,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,LITTLE PEOPLE ACADEMY,4312,BISHOP LN,LOUISVILLE,KY,40218,REGULAR,77,33,"TOXIC ITEMS PROPERLY STORED, LABELED, USED",Yes,Toxic items do not bear a legible manufacturer`s label.  ,605,880
102754,2019/01/18 05:00:00+00,1443498,FOOD SERVICE,HIDEOUT PIZZARIA,5620,BARRET LN,LOUISVILLE,KY,40272,REGULAR,90,28,"INSECTS/RODENTS-NO BIRDS, TURTLES, OTHER ANIMALS",Yes,Presence of insects.  ,605,881
90118,2019/04/04 04:00:00+00,1460618,FOOD SERVICE,QDOBA #2713,1832,S 3RD ST,LOUISVILLE,KY,40208,REGULAR,85,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,"Potentially hazardous food not maintained at 135 degrees Fahrenheit or higher at all times except during necessary periods of preparation and service.  (diced chicken at 112 - 124 degrees F, shredded pork at 110 - 130 degrees F, ground beef at 125 degrees F; corrected immediately, voluntary discard under 10lbs)  ",605,882
90118,2019/04/04 04:00:00+00,1460618,FOOD SERVICE,QDOBA #2713,1832,S 3RD ST,LOUISVILLE,KY,40208,REGULAR,85,22,SEWAGE AND WASTE DISPOSAL.,Yes,"All sewage and waste water not disposed of in an approved manner.  (waste water from three compartment leak observed flooding onto floor, not draining properly; issued order for immediate corrective action)    ",605,883
103903,2019/05/22 04:00:00+00,1472091,FOOD SERVICE,BRICKHOUSE TAVERN & TAP,871,S HURSTBOURNE PKWY,LOUISVILLE,KY,40222,REGULAR,82,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service.  ,605,884
103903,2019/05/22 04:00:00+00,1472091,FOOD SERVICE,BRICKHOUSE TAVERN & TAP,871,S HURSTBOURNE PKWY,LOUISVILLE,KY,40222,REGULAR,82,4,Facilities to maintain product temp.,No,Lack of properly maintained refrigeration units for potentially hazardous foods.  ,605,885
103903,2019/05/22 04:00:00+00,1472091,FOOD SERVICE,BRICKHOUSE TAVERN & TAP,871,S HURSTBOURNE PKWY,LOUISVILLE,KY,40222,REGULAR,82,5,Thermometers provided and conspicuous,No,Lack of accurate thermometers in all refrigeration and freezing units storing potentially hazardous foods.  ,605,886
